epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
50,0.4292650846778127,0.5876528286380033,0.4601983121579709,0.5574110522753202,0.0001
51,0.38475360835953426,0.601753310637249,0.45153327724533526,0.5853219477905574,0.0001
52,0.3986990222804788,0.5954494453495113,0.4448862265504316,0.5673160593082636,0.0001
53,0.4101495743230283,0.5780406285999306,0.4327284598559068,0.5820700860408017,0.0001
54,0.3752829459962762,0.605205868479101,0.44004390511585145,0.5901892321574574,0.0001
55,0.4071858889335774,0.6077165616451802,0.40516208721131824,0.5841515831064168,0.0001
56,0.4062502260208621,0.5928251207231423,0.41544082554736483,0.6043743501269055,0.0001
57,0.4255653084830974,0.5939520306190151,0.39688961971645975,0.5968344922460505,0.0001
58,0.40472809875962906,0.5968773471482786,0.44861152235730317,0.591864556988408,0.0001
59,0.4024482783671683,0.6014609704630386,0.4291234780038532,0.5751504490105287,0.0001
60,0.38539875991424855,0.607674016937381,0.41821599552786853,0.5883093159263049,0.0001
61,0.38154088318271495,0.623298613020468,0.41968040489279,0.6031872706208288,0.0001
62,0.3856874915199234,0.6069230359926522,0.39042270238414123,0.5964589765161097,0.0001
63,0.379628630555564,0.6074084837229953,0.42112940408616917,0.6105400058299139,0.0001
64,0.37808594210546814,0.6066337053927094,0.40205376389186065,0.6011687491997727,0.0001
65,0.3680374137200334,0.6299151073319653,0.4049181929217835,0.611228240983988,0.0001
66,0.40604748082758546,0.601477141090252,0.39792144861770784,0.5806625230737119,0.0001
67,0.3930330426165677,0.6387669997496376,0.38714646813721854,0.5920678597015232,0.0001
68,0.4029700907359,0.6215375078350946,0.39666316025418075,0.6153572713133767,0.0001
69,0.37432565803780915,0.624126421444404,0.40450909131529206,0.6078776629375608,0.0001
70,0.363451824251558,0.6312286446133063,0.4101394249922879,0.612386732682744,0.0001
71,0.36936037612295386,0.629899634322485,0.3393516918134409,0.625694399417394,0.0001
72,0.3799798359997423,0.629474495317687,0.3436207528148176,0.6238204091154879,0.0001
73,0.37707571321317035,0.642790948887809,0.3802630084306704,0.5958202122929175,0.0001
74,0.3431234309780004,0.639428707082264,0.39756405729047334,0.6204759519512313,0.0001
75,0.34557496575409546,0.6395119108652748,0.4316653882158389,0.6080449366740338,0.0001
76,0.36964552616482343,0.6397870514077044,0.4324439864320687,0.5959023417790149,0.0001
77,0.38027957721369965,0.6407796011878907,0.38158261572687,0.6009621779337078,0.0001
78,0.3482216809412968,0.6368677497623636,0.3411804904943183,0.6195423834906014,0.0001
79,0.373020648895223,0.6477129789108873,0.36984008544428876,0.6276582332245583,0.0001
80,0.35555713801726546,0.6457537080644569,0.42692435047330474,0.6011834550529468,0.0001
81,0.34411974318562866,0.6406296330128636,0.3717862767143461,0.63254318562585,0.0001
82,0.3329834549748065,0.6554258965192248,0.38029915607950276,0.6192930972148817,0.0001
83,0.353784638932337,0.6659538172220626,0.3932389601828761,0.6020711417388196,0.0001
84,0.3849166766208922,0.6392818518075957,0.3751884198302975,0.6090560969833512,0.0001
85,0.3389849744130115,0.6529443835768184,0.4085488057158159,0.6302261015478355,0.0001
86,0.3816763740124458,0.6474984801321411,0.39181931702306994,0.6128345927516481,0.0001
87,0.3335807664503238,0.6730473450602475,0.37238043264840515,0.6111252762393093,0.0001
88,0.33475531961837107,0.6675653827903922,0.32419134872106964,0.6544164773623219,0.0001
89,0.3594883970929267,0.6664673717922438,0.322334007326072,0.647748313471675,0.0001
90,0.3217639733177968,0.6497938552180995,0.36498937679364307,0.6447709720320802,0.0001
91,0.3654167831935113,0.6571771620174867,0.3329038100172495,0.6555835956513931,0.0001
92,0.30332077713598415,0.6814300357477515,0.29598756629222955,0.6757877378924578,0.0001
93,0.30199567929632165,0.6674591390915453,0.3725380244937585,0.6680713540777686,0.0001
94,0.3470851714806293,0.6697646199275875,0.389734078621737,0.6358657172643546,0.0001
95,0.3136717176700542,0.6770862336485053,0.36843842925149534,0.6281188555746566,0.0001
96,0.31226380864184095,0.658655684372237,0.3163507331640687,0.6609677015497754,0.0001
97,0.3402479159233162,0.6625146985754986,0.3976445167400495,0.6579335056723078,0.0001
98,0.30001315633789355,0.6792070249199759,0.34097361707984153,0.621664233488046,0.0001
99,0.30059259228219254,0.6741971985478005,0.37010636128151403,0.6382174817659144,0.0001
